2016-05-04 16:11:39,225 [1] DEBUG IRAPI [c:\Git\Code\IRAPI\App_Start\WebApiConfig.cs][25][Register]	##WebApiConfig.Register##
2016-05-04 16:35:19,923 [19] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][57][ExecuteAsync]	##Master.ExecuteAsync## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiIzb1V0NVpaU0o3R0JrcVh3ZUd0dXR3IiwiaWF0IjoxNDYyMzkwNDk3LCJleHAiOjE0NjIzOTEwOTcsIm5iZiI6MTQ2MjM5MDQzNywicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.WpC5G7xNpxPvGU57MiFeAywT1Gf9dMlusaUUERu9dpo","biletoUuid":"c3d2736b-566b-484f-971d-0c2f908e7549","Guid":null}
2016-05-04 16:35:19,980 [21] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 16:35:19,983 [21] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 16:35:20,130 [20] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 16:35:20,133 [20] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 16:35:25,410 [12] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 16:35:25,414 [12] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 16:35:25,591 [19] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 16:35:25,594 [19] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 16:35:25,761 [32] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 16:35:25,764 [32] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 16:35:25,932 [40] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 16:35:25,934 [40] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 16:35:34,443 [32] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][62][PostAuth]	##Post.AuthCliente## SESSION 4babm44h3a3eb2kwjrujz3oi, USER daniel.ferreira@ingressorapido.com.br
2016-05-04 16:35:34,445 [32] DEBUG IRAPI [c:\Git\Code\IRCore.Util\ConfiguracaoAppUtil.cs][14][Get]	Configuração CaptchaObrigatorio não encontrada no Web.Config
2016-05-04 16:35:35,122 [32] INFO  IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1263][BiletoSignIn]	##ClienteBO.BiletoSignIn.SUCCESS## EMAIL: 'daniel.ferreira@ingressorapido.com.br' STATUS_CODE: 'OK'
2016-05-04 16:35:35,125 [32] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][979][ConsultarUsername]	##ClienteBO.ConsultarUserName## USERNAME daniel.ferreira@ingressorapido.com.br
2016-05-04 16:35:35,327 [32] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][970][ConsultarEmail]	##ClienteBO.ConsultarEmail##
2016-05-04 16:35:35,348 [32] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][961][ConsultarCPF]	##ClienteBO.ConsultarCPF##
2016-05-04 16:35:35,371 [32] INFO  IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][143][Cadastrar]	##ClienteBO.Cadastrar.ERROR## CLIENTEID 0, EMAIL daniel.ferreira@ingressorapido.com.br, CPF 37352977309, MSG Já existe um usuário cadastrado com este CPF. Por favor clique em esqueci minha senha ou realize o login.
2016-05-04 16:35:35,427 [32] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][130][PostAuth]	##Post.AuthCliente.SUCCESS## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 16:35:35,430 [32] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][57][ExecuteAsync]	##Master.ExecuteAsync## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJoUzF4bTJXUnVvX2xiS2luRWl0d3VnIiwiaWF0IjoxNDYyMzkwNTM1LCJleHAiOjE0NjIzOTExMzUsIm5iZiI6MTQ2MjM5MDQ3NSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.5LWyGkEYJnDZWcW9WGbtaIwz4vCOk2E_o7auSOJh4zk","biletoUuid":"c3d2736b-566b-484f-971d-0c2f908e7549","Guid":null}
2016-05-04 16:35:35,433 [32] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][61][ExecuteAsync]	##Master.ExecuteAsync.AtualizarSessionData## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJoUzF4bTJXUnVvX2xiS2luRWl0d3VnIiwiaWF0IjoxNDYyMzkwNTM1LCJleHAiOjE0NjIzOTExMzUsIm5iZiI6MTQ2MjM5MDQ3NSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.5LWyGkEYJnDZWcW9WGbtaIwz4vCOk2E_o7auSOJh4zk","biletoUuid":"c3d2736b-566b-484f-971d-0c2f908e7549","Guid":null}
2016-05-04 16:35:35,436 [32] DEBUG IRAPI [c:\Git\Code\IRCore.DataAccess.ADO\APIUsuarioADO.cs][203][AtualizarSessao]	##Master.ExecuteAsync.AtualizandoSessionData## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJoUzF4bTJXUnVvX2xiS2luRWl0d3VnIiwiaWF0IjoxNDYyMzkwNTM1LCJleHAiOjE0NjIzOTExMzUsIm5iZiI6MTQ2MjM5MDQ3NSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.5LWyGkEYJnDZWcW9WGbtaIwz4vCOk2E_o7auSOJh4zk","biletoUuid":"c3d2736b-566b-484f-971d-0c2f908e7549","Guid":null}
2016-05-04 16:35:35,473 [32] DEBUG IRAPI [c:\Git\Code\IRCore.DataAccess.ADO\APIUsuarioADO.cs][226][AtualizarSessao]	##Master.ExecuteAsync.AtualizandoSessionData.SUCCESS## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJoUzF4bTJXUnVvX2xiS2luRWl0d3VnIiwiaWF0IjoxNDYyMzkwNTM1LCJleHAiOjE0NjIzOTExMzUsIm5iZiI6MTQ2MjM5MDQ3NSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.5LWyGkEYJnDZWcW9WGbtaIwz4vCOk2E_o7auSOJh4zk","biletoUuid":"c3d2736b-566b-484f-971d-0c2f908e7549","Guid":null}
2016-05-04 16:36:20,660 [32] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][62][PostAuth]	##Post.AuthCliente## SESSION 4babm44h3a3eb2kwjrujz3oi, USER daniel.ferreira@ingressorapido.com.br
2016-05-04 16:36:20,681 [32] DEBUG IRAPI [c:\Git\Code\IRCore.Util\ConfiguracaoAppUtil.cs][14][Get]	Configuração CaptchaObrigatorio não encontrada no Web.Config
2016-05-04 16:36:21,501 [32] INFO  IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1263][BiletoSignIn]	##ClienteBO.BiletoSignIn.SUCCESS## EMAIL: 'daniel.ferreira@ingressorapido.com.br' STATUS_CODE: 'OK'
2016-05-04 16:36:21,506 [32] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][979][ConsultarUsername]	##ClienteBO.ConsultarUserName## USERNAME daniel.ferreira@ingressorapido.com.br
2016-05-04 16:36:21,717 [32] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][970][ConsultarEmail]	##ClienteBO.ConsultarEmail##
2016-05-04 16:36:21,746 [32] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][961][ConsultarCPF]	##ClienteBO.ConsultarCPF##
2016-05-04 16:36:21,770 [32] INFO  IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][143][Cadastrar]	##ClienteBO.Cadastrar.ERROR## CLIENTEID 0, EMAIL daniel.ferreira@ingressorapido.com.br, CPF 37352977309, MSG Já existe um usuário cadastrado com este CPF. Por favor clique em esqueci minha senha ou realize o login.
2016-05-04 16:36:21,838 [32] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][130][PostAuth]	##Post.AuthCliente.SUCCESS## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 16:36:21,840 [32] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][57][ExecuteAsync]	##Master.ExecuteAsync## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJQa3hCeXlsenBCZjV5bl9BQTY3azhBIiwiaWF0IjoxNDYyMzkwNTgxLCJleHAiOjE0NjIzOTExODEsIm5iZiI6MTQ2MjM5MDUyMSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.xWqNCjew89C5I1oKsmv2rRaswH_0ZEF4WFrKTnYxJZs","biletoUuid":"c3d2736b-566b-484f-971d-0c2f908e7549","Guid":null}
2016-05-04 16:36:21,842 [32] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][61][ExecuteAsync]	##Master.ExecuteAsync.AtualizarSessionData## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJQa3hCeXlsenBCZjV5bl9BQTY3azhBIiwiaWF0IjoxNDYyMzkwNTgxLCJleHAiOjE0NjIzOTExODEsIm5iZiI6MTQ2MjM5MDUyMSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.xWqNCjew89C5I1oKsmv2rRaswH_0ZEF4WFrKTnYxJZs","biletoUuid":"c3d2736b-566b-484f-971d-0c2f908e7549","Guid":null}
2016-05-04 16:36:21,844 [32] DEBUG IRAPI [c:\Git\Code\IRCore.DataAccess.ADO\APIUsuarioADO.cs][203][AtualizarSessao]	##Master.ExecuteAsync.AtualizandoSessionData## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJQa3hCeXlsenBCZjV5bl9BQTY3azhBIiwiaWF0IjoxNDYyMzkwNTgxLCJleHAiOjE0NjIzOTExODEsIm5iZiI6MTQ2MjM5MDUyMSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.xWqNCjew89C5I1oKsmv2rRaswH_0ZEF4WFrKTnYxJZs","biletoUuid":"c3d2736b-566b-484f-971d-0c2f908e7549","Guid":null}
2016-05-04 16:36:21,881 [32] DEBUG IRAPI [c:\Git\Code\IRCore.DataAccess.ADO\APIUsuarioADO.cs][226][AtualizarSessao]	##Master.ExecuteAsync.AtualizandoSessionData.SUCCESS## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJQa3hCeXlsenBCZjV5bl9BQTY3azhBIiwiaWF0IjoxNDYyMzkwNTgxLCJleHAiOjE0NjIzOTExODEsIm5iZiI6MTQ2MjM5MDUyMSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.xWqNCjew89C5I1oKsmv2rRaswH_0ZEF4WFrKTnYxJZs","biletoUuid":"c3d2736b-566b-484f-971d-0c2f908e7549","Guid":null}
2016-05-04 16:38:11,051 [40] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][62][PostAuth]	##Post.AuthCliente## SESSION 4babm44h3a3eb2kwjrujz3oi, USER daniel.ferreira@ingressorapido.com.br
2016-05-04 16:38:11,054 [40] DEBUG IRAPI [c:\Git\Code\IRCore.Util\ConfiguracaoAppUtil.cs][14][Get]	Configuração CaptchaObrigatorio não encontrada no Web.Config
2016-05-04 16:38:12,026 [40] INFO  IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1263][BiletoSignIn]	##ClienteBO.BiletoSignIn.SUCCESS## EMAIL: 'daniel.ferreira@ingressorapido.com.br' STATUS_CODE: 'OK'
2016-05-04 16:38:12,029 [40] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][979][ConsultarUsername]	##ClienteBO.ConsultarUserName## USERNAME daniel.ferreira@ingressorapido.com.br
2016-05-04 16:38:12,283 [40] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][970][ConsultarEmail]	##ClienteBO.ConsultarEmail##
2016-05-04 16:38:12,306 [40] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][961][ConsultarCPF]	##ClienteBO.ConsultarCPF##
2016-05-04 16:38:12,327 [40] INFO  IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][143][Cadastrar]	##ClienteBO.Cadastrar.ERROR## CLIENTEID 0, EMAIL daniel.ferreira@ingressorapido.com.br, CPF 37352977309, MSG Já existe um usuário cadastrado com este CPF. Por favor clique em esqueci minha senha ou realize o login.
2016-05-04 16:38:12,384 [40] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][130][PostAuth]	##Post.AuthCliente.SUCCESS## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 16:38:12,387 [40] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][57][ExecuteAsync]	##Master.ExecuteAsync## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiItVFh0d193aEZmQ0p3c0g0UE80WFp3IiwiaWF0IjoxNDYyMzkwNjkxLCJleHAiOjE0NjIzOTEyOTEsIm5iZiI6MTQ2MjM5MDYzMSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.xG67sYNVzn_hQutz-gYwMoiIOSNKrdC_Ff88TXir8uM","biletoUuid":"c3d2736b-566b-484f-971d-0c2f908e7549","Guid":null}
2016-05-04 16:38:12,391 [40] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][61][ExecuteAsync]	##Master.ExecuteAsync.AtualizarSessionData## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiItVFh0d193aEZmQ0p3c0g0UE80WFp3IiwiaWF0IjoxNDYyMzkwNjkxLCJleHAiOjE0NjIzOTEyOTEsIm5iZiI6MTQ2MjM5MDYzMSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.xG67sYNVzn_hQutz-gYwMoiIOSNKrdC_Ff88TXir8uM","biletoUuid":"c3d2736b-566b-484f-971d-0c2f908e7549","Guid":null}
2016-05-04 16:38:12,393 [40] DEBUG IRAPI [c:\Git\Code\IRCore.DataAccess.ADO\APIUsuarioADO.cs][203][AtualizarSessao]	##Master.ExecuteAsync.AtualizandoSessionData## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiItVFh0d193aEZmQ0p3c0g0UE80WFp3IiwiaWF0IjoxNDYyMzkwNjkxLCJleHAiOjE0NjIzOTEyOTEsIm5iZiI6MTQ2MjM5MDYzMSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.xG67sYNVzn_hQutz-gYwMoiIOSNKrdC_Ff88TXir8uM","biletoUuid":"c3d2736b-566b-484f-971d-0c2f908e7549","Guid":null}
2016-05-04 16:38:12,428 [40] DEBUG IRAPI [c:\Git\Code\IRCore.DataAccess.ADO\APIUsuarioADO.cs][226][AtualizarSessao]	##Master.ExecuteAsync.AtualizandoSessionData.SUCCESS## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiItVFh0d193aEZmQ0p3c0g0UE80WFp3IiwiaWF0IjoxNDYyMzkwNjkxLCJleHAiOjE0NjIzOTEyOTEsIm5iZiI6MTQ2MjM5MDYzMSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.xG67sYNVzn_hQutz-gYwMoiIOSNKrdC_Ff88TXir8uM","biletoUuid":"c3d2736b-566b-484f-971d-0c2f908e7549","Guid":null}
2016-05-04 16:42:37,390 [47] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][62][PostAuth]	##Post.AuthCliente## SESSION 4babm44h3a3eb2kwjrujz3oi, USER daniel.ferreira@ingressorapido.com.br
2016-05-04 16:42:37,393 [47] DEBUG IRAPI [c:\Git\Code\IRCore.Util\ConfiguracaoAppUtil.cs][14][Get]	Configuração CaptchaObrigatorio não encontrada no Web.Config
2016-05-04 16:42:38,596 [47] INFO  IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1263][BiletoSignIn]	##ClienteBO.BiletoSignIn.SUCCESS## EMAIL: 'daniel.ferreira@ingressorapido.com.br' STATUS_CODE: 'OK'
2016-05-04 16:42:38,598 [47] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][979][ConsultarUsername]	##ClienteBO.ConsultarUserName## USERNAME daniel.ferreira@ingressorapido.com.br
2016-05-04 16:42:38,967 [47] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][970][ConsultarEmail]	##ClienteBO.ConsultarEmail##
2016-05-04 16:42:39,059 [47] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][961][ConsultarCPF]	##ClienteBO.ConsultarCPF##
2016-05-04 16:42:39,118 [47] INFO  IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][143][Cadastrar]	##ClienteBO.Cadastrar.ERROR## CLIENTEID 0, EMAIL daniel.ferreira@ingressorapido.com.br, CPF 37352977309, MSG Já existe um usuário cadastrado com este CPF. Por favor clique em esqueci minha senha ou realize o login.
2016-05-04 16:42:39,210 [47] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][130][PostAuth]	##Post.AuthCliente.SUCCESS## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 16:42:39,212 [47] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][57][ExecuteAsync]	##Master.ExecuteAsync## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJsNGYtQzExM1dJVEppZEJNbGpNbldBIiwiaWF0IjoxNDYyMzkwOTU4LCJleHAiOjE0NjIzOTE1NTgsIm5iZiI6MTQ2MjM5MDg5OCwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.XJWOxTFbCh3zBVTTHo3Ayx5MbFpBAe1niCaGdgr0h-U","biletoUuid":"c3d2736b-566b-484f-971d-0c2f908e7549","Guid":null}
